country,host_uni,ntu_code,ntu_name,ntu_type,foreign_code,foreign_name,au,status,year,sem,assessment,contact_hours,credits,comments,coordinator_remarks,staff,url,syllabus,textbooks
CHINA,Tsinghua University - All (Except Eee),PE,PE,Major-PE,80240843,Hardware and software co-designed AI systems,3,Approved,2025,2,"Homework, project",48,3,MPE-1 (SC3xxx),,??? ( xuehaiq@tsinghua.edu.cn ),http://zhjwe.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=2024990044;80240843,"This course offers an in-depth exploration of the principles, architectures, and optimization techniques that underpin modern AI systems. As Transformer architectures and Large Language Models (LLMs) become foundational in industry and research, the scalability, performance, and efficiency of ML systems have emerged as key enablers for innovation. The course emphasizes the co-design of algorithms, compilers, and hardware to achieve efficient training and inference across heterogeneous computing platforms. Core topics include the computational characteristics of deep learning workloads, GPU and CPU architectural differences, memory hierarchy and hardware-aware optimization methods such as fusion, parallelization, caching, blocking, and pipelining. Students will further study graph- level compilation, attention-level acceleration (e.g., FlashAttention, sparsity, low-rank approximation), and neural-level optimizations including pruning, quantization, and knowledge distillation. In addition, the course introduces distributed training strategies such as data, tensor, and pipeline parallelism, as well as recent frameworks like ZeRO, FSDP, and Alpa for large-scale deployment. Advanced topics on post-training enhancement, including reinforcement learning?based fine-tuning, reward modeling, and parameter- efficient adaptation, will also be discussed. Through proposal development, paper reproduction, and system implementation projects, students will gain hands-on experience in analyzing performance bottlenecks, designing scalable training and inference pipelines, and building end-to-end machine learning systems that integrate algorithmic innovation with hardware efficiency.",-
CHINA,Tsinghua University - All (Except Eee),PE,PE,Major-PE,80470322,3D Visual Computing,3,Approved,2025,2,Exam,32,2,Period of exchange: 20 February 2026 - 15 July 2026,,Li Yi ( ericyi@mail.tsinghua.edu.cn ),,"This course will focus on the advanced technologies in 3D visual computing in the era of big data. The course will cover a brief introduction to the basic concepts in the geometric analysis including curve, surface, 3D representations, 3D transformations, etc., with the goal of fostering students? geometric understanding of 3D data. After establishing the geometric foundations, the course will go from 3D reconstruction to 3D recognition. On one hand, the course will explain popular ways of reconstructing 3D data, covering multi-view stereo, single image-based 3D reconstruction, NeRF, surface reconstruction, etc. On the other hand, the course will delve deep into 3D recognition and understanding, analyzing recent 3D deep learning techniques and introducing their applications in a range of important 3D perception problems including 3D object detection, 3D segmentation, pose estimation, intrinsic analysis, etc. The course will also briefly introduce the recent research directions for 3D visual computing. Through this course, students will understand the key problems, state-of-the-art solutions as well as limitations in the current 3D visual computing area. Students will form a more comprehensive landscape of 3D visual computing in modern AI systems and understand their interactions with planning, decision making, and control.","[1] Yonghuai Liu, Nick Pears, Paul L. Rosin, Patrik Huber. 3D Imaging, Analysis and Applications, 2nd edition, Springer, 2020 [1] Yi Ma, Stefano Soatto, Jana Kosecka, Shankar Sastry. An Invitation to 3-D Vision From Images to Models, Springer, 2003."
CHINA,Tsinghua University - All (Except Eee),PE,PE,Major-PE,40512492,Data Analytics in Business Intelligence,4,Approved,2025,1,??????????????,32,2,"Map to ""HE4303 Machine Learning and Data Analytics """,,?? ( zhaoyu@sem.tsinghua.edu.cn ),,"This course will introduce students to a wide range of topics in data analytics, and discuss their applications in the business intelligence context. Students will be able to provide data analysis reports, deliver diagnostics and interpretable insights to teams and stakeholders in business settings. Additionally, this course will introduce recently developed data analytics methods and their applications from top marketing research journals, which will offer students a comprehensive understanding of real-world problems and perspectives for practitioners and academics.",unavailable
CHINA,Tsinghua University - All (Except Eee),PE,PE,Major-PE,70240063,Distributed Database Systems,3,Approved,2025,1,"Assignments (30%), Group project (60%), Attendance (10 %)",48,3,-,,?? (Feng Ling) ( fengling@tsinghua.edu.cn ),,"Course Objectives: 1) to enhance the previous knowledge of database systems by deepening the understanding of the theoretical and practical aspects of the database technologies; showing the need for distributed database technology to tackle deficiencies of centralized database systems; 2) to introduce basic principles and implementation techniques of distributed database systems, including distributed database design and architecture, query processing and optimization, transaction management, recovery, and reliability protocols; 3) to expose active and emerging research issues in distributed database systems and application development, including parallel and streaming data management, data warehousing and OLAP, NoSQL and NewSQL; 4) to apply theory to practice by building a data center in a distributed context. After the course, the students can 1) get familiar with the currently available models, technologies for and approaches to building distributed database systems; 2) have developed practical skills in the use of these models and approaches to be able to select and apply the appropriate methods for a particular case; 3) be aware of the current research directions in the field and their possible outcomes; 4) be able to carry out research on a relevant topic, identify primary references, analyze them, and come up with meaningful conclusions; 5) be able to apply learned skills to solving a big data management problem. Schedule 1. ???? Course Overview 2. ??????????? Historic Development of Data Management Technologies 3. ?????????? Introduction to Distributed Database Systems 4. ???????? Distributed Database Design 5. ?????????? Distributed Database Query Processing 6. ?????? Optimization of Distributed Database Queries 7. ??????? Distributed Transaction Management 8. ??????? Distributed Concurrency Control 9. ??????????????? Failure Recovery and Reliability in Distributed Databases 10.???????? State-of-Art Data Management Technologies 11.????????? Parallel and Streaming Data Management Technologies 12.??????????? Data Warehousing & OLAP","M. Tamer Ozsu and Patrick Valduriez. Principles of Distributed Database Systems (third Edition), Springer, 2011."
CHINA,Tsinghua University - All (Except Eee),SC2008,COMPUTER NETWORK,Core,40240513,Computer Network,3,Approved,2025,2,"Quizzes, assignments, and final exam",48,3,Approved by CourseFinder before,,LI ZONGPENG ( zongpeng@tsinghua.edu.cn ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2021690017;40240513,"Introduction to computer networking, using the Internet as an example. Starts with an overall introduction, followed by a layer-by-layer introduction to the Internet protocol stack. Key topics covered include: client-server architecture, circuit switch vs packet switch, multiplexing, flow control, congestion control, reliable data transfer (ARQ), TCP and UDP, routing algorithms, BGP, OSPF, control plane and data plane, software defined networking (SDN), Openflow, IP protocol, Multiple access control, WiFi and Ethernet, wireless networking, CDMA, error detection and correction.",Computer Networking: A top-down approach.
CHINA,Tsinghua University - All (Except Eee),SC2203,"AUTOMATA, COMPUT & COMPLEXITY",Core,30470134,THEORY OF COMPUTATION,3,Approved,2026,2,-,64,4,-,,?? ( - ),https://www.tsinghua.edu.cn/en/pdf/ut2023.pdf,"This course gives an introduction to the basics of computation theory, including: Mathematical Logic, Finite Automata, Context-Free Grammars, Turing machine, undecidablity, and computational intractable topics (NPcomplete, PSPACE, BPP, interactive proof, fine- grained complexity, etc)",-
CHINA,Tsinghua University - All (Except Eee),SC3000,ARTIFICIAL INTELLIGENCE,Major-PE,30240042,Introduction to Artificial Intelligence,3,Approved,2025,2,Exam,32,2,Reference to CourseFinder,,TBC ( TBC ),,"This course mainly introduces the general principles and basic ideas of problem solving approaches in artificial intelligence, including: the general searching problems, such as blind search and heuristic search; Adversarial search (or game search), such as game tree search, Monte Carlo tree search; Predicate calculus in artificial intelligence and its application; Statistical learning methods, such as Naive Bayesian method, SVM, decision tree, neural network and deep learning etc.","Ma Shaoping, ""Dr. Ai: A Brief Introduction to Artificial Intelligence"", Tsinghua University Press"
CHINA,Tsinghua University - All (Except Eee),SC3000,ARTIFICIAL INTELLIGENCE,Major-PE,40250182,Introduction to Artificial Intelligence,3,Approved,2025,2,"Quizzes, assignments, and final exam",32,2,Find in Course Finder,,??? ( zcs@mail.tsinghua.edu.cn ),,"This course mainly introduces the general principles and fundamental ideas of problem-solving methods in artificial intelligence, aiming to develop students? ability to apply the knowledge learned to solve real- world problems. The course covers general search problems, including uninformed search and heuristic search; adversarial search, including the ?-? pruning algorithm and Monte Carlo Tree Search (MCTS); predicate calculus in artificial intelligence and its applications; advanced search methods such as local search, simulated annealing, and genetic algorithms; statistical learning methods including Naive Bayes, Support Vector Machines (SVM), and decision trees; as well as neural networks and deep learning.",According to a 15-week semester schedule: Introduction Search Computer Vision Computer Audition Natural Language Processing and Understanding Knowledge Representation and Knowledge Graphs Machine Learning Discussion and Exchange Reasoning Multimodal Information Processing Multi-Agent Systems Trustworthy Artificial Intelligence Artificial Intelligence Ecosystem Field Visit
CHINA,Tsinghua University - All (Except Eee),SC3000,ARTIFICIAL INTELLIGENCE,Major-PE,80231392,Fundamentals of Software and Hardware Technologies for Artificial Intelligence,3,Approved,2025,2,Exams and projects,32,2,25 Feb to 29 Jun,,?? ( yu-wang@mail.tsinghua.edu.cn ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2009990043;80231392,"This course focuses on the core hardware and software technologies for artificial intelligence (AI) algorithms. It covers the historical development of AI hardware and software, fundamental concepts, and full-stack design and optimization methodologies for efficient AI training and inference across algorithms, software, and hardware. The course uses representative examples in algorithms, software, and hardware design to illustrate key ideas and to teach the design principles behind these methods. In addition, it introduces cutting-edge topics such as the latest advances in hardware?software co-design and co- optimization, major applications, and emerging trends in AI chip development.","L1 Introduction Background and course overview Algorithm-related foundations: history of AI, neural network basics, large models, and AIGC (Supplementary video materials) Hardware foundations What is hardware architecture: concepts of computation, storage, control, and data paths Overview of CPU, GPU, and NPU architectures Chip design workflow L2 Technology Stack Overview Using the example of running a neural network on GPU hardware to explain deployment and execution workflows GPU software stack GPU programming model and CUDA Using the example of running an agentic system on hardware to introduce emerging applications, algorithm trends, and new challenges for hardware?software systems Defining the design space for algorithm/software/hardware co-design and optimization, along with broad categories of goals and approaches L3?L4 (Part 1) Algorithm-Level Design and Optimization Model architecture design: efficient modules, model pruning, neural architecture search Performance-preserving techniques: knowledge distillation, dynamic inference Data representation optimization: model quantization L4 (Part 2)?L5 GPU-Oriented Software and System-Level Optimization Software-level design and optimization Operator optimization techniques System architecture and system-level design and optimization Core components of data centers Mapping and scheduling inference tasks on large-scale clusters Mapping and scheduling training tasks on large-scale clusters L6 Hardware-Level Design and Optimization Challenges faced by GPUs Hardware?software co-design paradigms Accelerator taxonomy Representative accelerator designs: DPU, Eyeriss, DianNao, TPU, TensorCore, Ascend, etc. L7 Hardware and Software Co-Optimization Dataflow and mapping optimization Compiler optimization techniques L8 Frontier Hardware?Software Co-Optimization I: Sparse Computing Sparse representations Activation sparsification and fine-grained weight sparsification Representative sparse computing architectures L9 Frontier Hardware?Software Co-Optimization II: Advanced Devices and Architectures In-memory computing Near-memory computing L10 Key Application Trend I Optimization for language and multimodal understanding and generation models L11 Key Application Trend II Optimization for embodied intelligence L12 Special Topic I Frontier system technologies L13 Special Topic II Frontier chip technologies: advanced packaging and chiplets"
CHINA,Tsinghua University - All (Except Eee),SC3000,ARTIFICIAL INTELLIGENCE,Major-PE,TBC,Introduction to Artificial Intelligence,3,Approved,2025,2,Exam,32,2,Reference to CourseFinder,,TBC ( TBC ),,"This course mainly introduces the general principles and basic ideas of problem solving approaches in artificial intelligence, including: the general searching problems, such as blind search and heuristic search; Adversarial search (or game search), such as game tree search, Monte Carlo tree search; Predicate calculus in artificial intelligence and its application; Statistical learning methods, such as Naive Bayesian method, SVM, decision tree, neural network and deep learning etc.","Ma Shaoping, ""Dr. Ai: A Brief Introduction to Artificial Intelligence"", Tsinghua University Press"
CHINA,Tsinghua University - All (Except Eee),SC3010,COMPUTER SECURITY,Major-PE,30240573,Cybersecurity Fundamentals,3,Approved,2025,2,examination,48,3,"Course taken during student exchange at Tsinghua University. Mandarin is my mother tongue, and I am comfortable with the course being conducted in Chinese.",,"??,?? ( qi01@tsinghua.edu.cn )",https://zhjwe.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=2019990017;30240573,"Part 1: Basic Theory Session 1: From the Internet to Cyberspace 1.1 Complex Networks and the Internet 1.2 The Internet and Cyberspace 1.3 Cybersecurity 1.4 Basic Principles of Cybersecurity 1.5 Technical Architecture of Cybersecurity Session 2: Cryptography Basics 2.1 Symmetric Encryption 2.2 Message Authentication and Hash Functions 2.3 Public Key Encryption 2.4 Digital Signatures and Key Management 2.5 Random Numbers and Pseudo-Random Numbers Part Two: Data Security Session 3: Data Encryption 3.1 Encryption of Data Storage 3.2 Encryption of Data Retrieval 3.3 Data De-sensitization 3.4 Secure Data Transmission Session 4: Privacy Protection 4.1 Preliminary Exploration of Privacy Protection Technologies 4.2 De-identification 4.3 Differential Privacy 4.4 Homomorphic Encryption 4.5 Multi-party Secure Computing Part 3: Cybersecurity Session 5: IP Protocol Security 5.1 Working Principle of IP Protocol 5.2 Attacks on IP Protocol 5.3 GRE Protocol 5.4 IPSec Protocol Session 6: TCP Protocol Security 6.1 Working Principle of TCP Protocol 6.2 Attacks on TCP Protocol 6.3 Heartbleed Vulnerability 6.4 TLS Handshake Protocol 6.5 TLS Data Transmission Session 7: DNS Security 7.1 Overview of DNS 7.2 DNS Request Process 7.3 DNS Attacks 7.4 Preventing DNS Cache Poisoning Attacks 7.5 Denial-of-Service Attacks on DNS Servers Session 8: PKI Security 8.1 Public Key Certificates and Certification Authorities 8.2 Root CA and Intermediate CA 8.3 Attacks on Public Key Encryption 8.4 Defending against Man-in-the-Middle Attacks 8.5 Implementing Attacks on Public Key Infrastructure Session 9: Trusted and Reliable Internet SAVA Architecture and Key Technologies 9.1 Building a Trusted Next-Generation Internet Architecture 9.2 Network Addressing Architecture SAVA Based on Real IPv6 Source Address 9.3 Access Network Real Source Address Verification Technology SAVI 9.4 Intra-Domain Real Source Address Verification Technology 9.5 Inter-Domain Real Source Address Verification Technology SMA 9.6 Implementation, Deployment and Application of Source Address Verification System Part Four: System Security Lecture 10: System Hardware Security 10.1 Overview of Physical Security Technologies 10.2 Environmental Physical Security 10.3 Equipment Physical Security Chapter 11: Operating System Security 11.1 Overview of Operating System Security 11.2 Identification and Authentication Mechanisms 11.3 Storage Protection, Run-Time Protection, and I/O Protection 11.4 Security of Mobile Terminals 11.5 Security of Virtualization Systems Lecture 12: Distributed System Security 12.1 Overview of Distributed Systems 12.2 The Byzantine General Problem 12.3 Blockchain Technology 12.4 Security Issues in Blockchain Part Five: Algorithm Security Lecture 13: Cryptographic Algorithms 13.1 Block Cipher Algorithms 13.2 Hash Algorithms 13.3 Stream Cipher Algorithms 13.4 National Cryptographic Algorithms Lecture 14: Algorithm Security in Artificial Intelligence 14.1 Introduction to Artificial Intelligence Security 14.2 Data Security 14.3 Framework Security 14.4 Algorithm Security 14.5 Model Security 14.6 Operational Security",NA
CHINA,Tsinghua University - All (Except Eee),SC3030,ADV COMPUTER NETWORKS,Major-PE,60240083,Advanced Computer Network,3,Approved,2025,1,?????????50??????50??,48,3,-,,?? ( - ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2001990135;60240083,"??????????????????????????????? ??????????????????????????? ???? ??? ?1?Internet????????? ?2????????? ?3????????? ?4?Internet??? ?5???????? ?? ?6?P2P??????? ?7?????? ????????? ????????????????????????????? Based on a deep understanding of computer network principles, students will delve into the architecture, protocols, and algorithms of computer networks. Students will also gain a preliminary understanding and mastery of basic research methods in the field of computer networks. Key topics include: (1) Internet architecture design principles. (2) Routing protocols and algorithms. (3) Congestion control and flow control. (4) Internet multicast. (5) High-performance router design. (6) P2P and application layer networks. (7) Network security. The course is primarily lecture-based, with students required to complete a small amount of homework (primarily a paper reading report) and submit a paper report at the end of the semester.","?? ? ????????? ??????? ???30???????? ????? Xu Ke et al., ""Advanced Computer Networks,"" Tsinghua University Press. There are also about 30 papers as reading material."
CHINA,Tsinghua University - All (Except Eee),SC3040,ADVANCED SOFTWARE ENGINEERING,Major-PE,80240543,Process and Methods of Software Project Management,3,Approved,2025,1,"1. Virtual Project(homework, presentation, and sitcom) 50% 2. Open-book Examination 45% 3. Others 5%",48,3,Approved in previous years,,Zhang Yong ( zhangyong05@tsinghua.edu.cn ),,"Software project management is the art and science of planning and leading software projects. It is a interdiscipline of software development and project management in which software projects are planned, monitored and controlled. Using software development life cycle and process groups as two main threads, this course introduces the procedures and methods of software project management, which will help keep projects under control, and produce software with required functions in shorter time, higher quality and predicable cost. This course follows the ten Project Management Knowledge Areas that are defined in PMBOK - integration, scope, schedule, cost, quality, resource, communications, risk, procurement, and stakeholder - using the experiences of real-life businesses involving software. The students are organized in groups to do the homework and give presentations. Virtual software projects are assigned to groups. Typical scenarios are designed in the projects to help students understand the ten knowledge areas by solving the issues in the projects through group discussion and collaboration. 01. Introduction of Software Project Management 02. Software Development Context and Maturity model 03. Software Project Management Process Groups and Stakeholder Management 04. Software Project Integration Management 05. Software Project Scope Management 06. Software Project Time Management 07. Software Project Cost Management 08. Mid-Term Report 09. Software Project Quality Management 10. Software Project Human Resource Management 11. Software Project Communications Management 12. Software Project Risk Management 13. Software Project Procurement Management 14. PRINCE2 15. Short Sitcoms","Textbook:?Information Technology Project Management (9th)?, Kathy Schwalbe, Cengage Learning, 2018 Reference books: (1)PMBOK? Guide ? Sixth Edition, Project Management Institute, 2017. (2) ?Software Project Management 5th Revised ed. Edition?, Bob Hughes, Mike Cotterell, McGraw-Hill Education, 2009."
CHINA,Tsinghua University - All (Except Eee),SC3060,COMPUTER GRAPHICS & VISUAL,Major-PE,80240593,Fundamentals of Computer Graphics,3,Approved,2025,2,Homework: 60% x weight1 - Projects: 40% x weight1 (choose two from four candidates #1: #2: #3; #4),48,3,-,,Liu YongJin ( liuyongjin@tsinghua.edu.cn ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2006990006;80240593,"This course is designed for postgraduates in computer science department. The course content covers 16 weeks, every week three units, every unit is 45 minutes. The credit of this course is 3. This course gives an introduction to computer graphics, by integrating various skills in computer science such as programming, data structure and algorithm design. With the aid of OpenGL programming, students will learn these fundamental knowledge in computer science in terms of fancy graphics effects that reduce the learning load through abstract data visualization. The content of this course includes raster graphics, interactive graphics, matrix representation of 3D transformation, curve and surface design, ray tracing and visual realism, all provided with OpenGL programming training (in tutorial with TA). Prerequisites: l C++ programming l Linear algebra Course Content:","F.Hill, S. Kelley. Computer Graphics using OpenGL, 3rd edition. Pearson Prentice Hall. 1. Introduction to computer graphics (Week 1) 1.1. What is computer graphics 1.2. Graphics display devices 1.3. Graphics input primitives and devices Supplement (1) slides: lecture1-introduction.pdf 2. Raster graphics (Week 2) 2.1. Scan conversion of line, circle and ellipse using mid-points algorithms 2.2. Filling polygonal regions 2.3. Begin to use OpenGL Supplement (1) slides: lecture2-part 1.pdf, lecture2-part 2.pdf; (2) homework 2 + solution 3. Modeling shape with polygonal meshes (Week 3~4) 5.1. OpenGL programming: buffer techniques 5.2. Solid modeling with polygonal meshes 5.3. Mesh approximation to smooth objects 5.4. Mesh generation and simplification 5.5. Mesh deformation and refinement Supplement (1) slides: lecture3-part 1.pdf, lecture3-part 2.pdf, lecture3- part 3.pdf; (2) lecture3-part3-reading material.pdf; (3) homework 3 + solution 4. Color theory and texture mapping (Week 5) 4.1. Introduction: physiological basis for human color 4.2. CIE standard 4.3. Color space 4.4. OpenGL programming: texture mapping Supplement (1) slides: slides: lecture4-part 1.pdf, lecture4-part 2.pdf; (2) homework 4 + solution 5. Parametric curve and surface modeling (Week 6) 5.1. Describing curves using polynomials 5.2. Bezier curves 5.3. B-spline curves 5.4. Tensor product surfaces Supplement (1) slides: slides: lecture5-part 1.pdf, lecture5-part 2.pdf; (2) homework 5 + solution 6. Visual realism (Week 7) 6.1. Shading modeling 6.2. Specular reflection 6.3. Diffuse component 6.4. Ambient light 6.5. Shading in graphics pipeline Supplement (1) slides: lecture6-part 1.pdf, lecture6-part 2.pdf, lecture6- part 3.pdf; (2) homework 6 + solution 7. OpenGL pipeline (Week 8) 7.1. 2D/3D transformations 7.2. OpenGL lighting 7.3. Textures and shadows 7.4. Shader development Supplement (1) slides: lecture7-part 1.pdf, lecture7-part 2.pdf; (2) homework 7 + solution 8. Ray tracing (Week 9~10) 8.1. Overview of the ray tracing process 8.2. Intersection of a ray with an object 8.3. Antialiasing ray tracing 8.4. Acceleration in ray tracing Supplement (1) slides: lecture8-part 1, 2, 3, 4, 5, 6.pdf (2) homework 8 + solution 9. Radiosity (Week 11) 9.1. Application scenarios 9.2. Basic radiosity model 9.3. Substructure and hierarchy 9.4. State-of-the-art radiosity 9.5. A 3DMax tutorial Supplement (1) slides: lecture9.pdf (2) homework 9 + solution 10. Photon mapping (Week 12) 10.1. Application scenarios 10.2. Caustics 10.3. Rendering equation 10.4. Photon tracing 10.5. Hybrid algorithm Supplement (1) slides: lecture10.pdf (2) homework 10 + solution 11. Particle systems (Week 13) 11.1. Representing objects with particles 11.2. System framework 11.3. Kinematics of particles 11.4. Newton?s laws 11.5. Particle rendering and simulation Supplement (1) slides: lecture11.pdf (2) homework 11 + solution 12. Non-photorealistic rendering (Week 14) 12.1. NPR applications 12.2. Pen-and-ink illustration 12.3. Stipple rendering 12.4. Tone shading 12.5. Cartoon rendering Supplement (1) slides: lecture12.pdf (2) homework 12 + solution 13. Advanced topic (Week 15) Supplement (1) lecture13-advanced topic.pdf (2) lecture13-reading material.pdf 14. Project presentation & summary (Week 16) Supplement (1) slides: lecture14-summarization.pdf"
CHINA,Tsinghua University - All (Except Eee),SC3060,COMPUTER GRAPHICS & VISUAL,Major-PE,80470322,3D Visual Computing,3,Approved,2025,2,"Assignment, Mid-term Quiz, Project",32,2,MPE-1,,?? ( ericyi0124@gmail.com ),https://zhjwe.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=2021990086;80470322,"This course will focus on the advanced technologies in 3D visual computing in the era of big data. The course will cover a brief introduction to the basic concepts in the geometric analysis including curve, surface, 3D representations, 3D transformations, etc., with the goal of fostering students? geometric understanding of 3D data. After establishing the geometric foundations, the course will go from 3D reconstruction to 3D recognition. On one hand, the course will explain popular ways of reconstructing 3D data, covering multi-view stereo, single image-based 3D reconstruction, NeRF, surface reconstruction, etc. On the other hand, the course will delve deep into 3D recognition and understanding, analyzing recent 3D deep learning techniques and introducing their applications in a range of important 3D perception problems including 3D object detection, 3D segmentation, pose estimation, intrinsic analysis, etc. The course will also briefly introduce the recent research directions for 3D visual computing. Through this course, students will understand the key problems, state-of-the-art solutions as well as limitations in the current 3D visual computing area. Students will form a more comprehensive landscape of 3D visual computing in modern AI systems and understand their interactions with planning, decision making, and control.","[1] Yonghuai Liu, Nick Pears, Paul L. Rosin, Patrik Huber. 3D Imaging, Analysis and Applications, 2nd edition, Springer, 2020 [1] Yi Ma, Stefano Soatto, Jana Kosecka, Shankar Sastry. An Invitation to 3-D Vision From Images to Models, Springer, 2003."
CHINA,Tsinghua University - All (Except Eee),SC3060,COMPUTER GRAPHICS & VISUAL,Major-PE,60240073,Fundamentals of Computer Graphics,3,Approved,2025,1,in-class assessment,48,3,A student has mapped this,,shi min ( shimin@mail.tsinghua.edu.cn ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=1998990027;70240243,"This course mainly introduce the rendering and synthesis of realistic graphics, Including introduction, local illumination model, global illumination model, ray tracing and acceleration, radiosity algorithm, image editing and generation, 3D scene modeling, skeleton based deformation, Poison and Laplace editing of 3D models, feature sensitive geometry processing, etc. This course mainly teaches the basic concepts, principles, algorithms, and fundamental systems of computer graphics. The main topics include: 2D shape generation and editing, 3D shape generation and editing, as well as computer graphics devices and systems. Key focuses are on curve and surface modeling, 3D modeling with OpenGL, lighting models, and textures. All content is explained alongside OpenGL example code. Week 1: Overview of Computer Graphics Definition of Computer Graphics (CG) Development process of CG technology Several frontier directions of CG technology Week 2: Raster Graphics Scan conversion Area filling OpenGL programming (TA guidance) Week 3: Introduction to OpenGL Programming Basic concepts of OpenGL Particle systems OpenGL programming (TA guidance) OpenGL programming major assignment Week 4: 3D Modeling Techniques Basics of OpenGL Mesh generation and representation OpenGL programming (TA guidance) Week 5: Color and Texture Mapping Basic concepts of color Color spaces Texture mapping techniques OpenGL programming (TA guidance) Week 6: Parametric Curves and Surfaces Bezier curves and surfaces B-spline curves and surfaces OpenGL programming (TA guidance) Week 7: Realistic Graphics OpenGL lighting model OpenGL programming (TA guidance) Week 8: OpenGL Rendering Pipeline OpenGL pipeline OpenGL programming major assignment OpenGL programming (TA guidance) Weeks 9?10: Global Illumination Model I Ray tracing OpenGL programming major assignment OpenGL programming (TA guidance) Week 11: Global Illumination Model II Radiosity method OpenGL programming major assignment OpenGL programming (TA guidance) Week 12: Global Illumination Model III Photon mapping method OpenGL programming major assignment OpenGL programming (TA guidance) Week 13: Lecture on Frontier Technologies in CG Weeks 14?15: In-Class Group Presentations Each student presents their course project and evaluates others? projects Week 16: Final Summary",Computer Graphics using OpenGL
CHINA,Tsinghua University - All (Except Eee),SC3061,HUMAN COMPUTER INTERACTION,Major-PE,80160132,Human Computer Interface Design,3,Approved,2025,2,Literature and case discussions and special studies,32,2,-,,?? ( rpl@mail.tsinghua.edu.cn ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2002990130;80160132,"The course is designed to widen students? understanding in interaction design and familiarize students with the contemporary research topics in the field of human-computer interaction with a focus on social computing. Particular topics to be covered include: social computing, internet advertising and marketing, internet of things, accessibility, and intellectual property issues. It is highly recommended that students have already taken a basic course in human-computer interaction. Schedule: Interaction design Understanding human cognition Data visualization Social interaction and social media Internet of things Interacting with AI Human-Robot Interaction AR/VR Intellectual property and HCI","??? Sharp, H., Rogers, Y., & Preece, J. (2019). Interaction Design (5th edition). Wiley. (eBook available from Tsinghua Library) The content of the first 4 lectures are based on this book. Shneiderman, B. et al. (2009). Designing the User Interface: Strategies for Effective Human-Computer Interaction , 5th ed. Pearson. Johnson, J. (2014). Designing with the Mind in Mind. Morgan Kaufmann. Krug, S. (2014). Don't Make Me Think (Revisited). New Riders ???????????, Salvendy, G. (2016). ? ???:????????????. ???????."
CHINA,Tsinghua University - All (Except Eee),SC3102,"SIGNALS, SYSTEMS & TRANSFORMS",Core,40220653,Signals and Systems,3,Approved,2025,2,exam,48,3,course taken during student exchange at Tsinghua University.,,Lu Chao ( luchao@tsinghua.edu.cn ),,"Signals and systems, the characteristics of signals, the properties of systems, the responses of systems to input signals, etc., are common problems encountered in various academic fields. This course focuses on learning the basic concepts, theories, and methods for analyzing the characteristics of signals and the properties of systems. With the widespread application of computers and digital systems, a large number of problems related to the analysis of discrete signals and discrete systems have emerged. Based on the basic analysis methods for continuous signals and continuous systems, this course further studies the basic analysis methods for discrete signals and discrete systems, with system analysis limited to linear time-invariant systems. The methods of signal and system analysis covered in this course include time domain, frequency domain, and complex frequency domain. Time domain analysis: convolution for continuous systems and discrete systems, solving differential equations for continuous systems and difference equations for discrete systems. Frequency domain analysis: Fourier series and Fourier transforms for continuous and discrete signals, system frequency response characteristics, discrete Fourier transform (DFT) and fast Fourier transform (FFT) for computer applications. Complex frequency domain analysis: Laplace transform for continuous signals and continuous system analysis based on the Laplace transform, Z transform for discrete signals and discrete system analysis based on the Z transform, system function. This course emphasizes the relationships between different types of signal transformations.","Textbook: ""Fundamentals of Signal and System Analysis"", by Liu Weidong, published by Tsinghua University Press. References: 1. ""Signals and Systems"" (Second Edition), edited by Zheng Junli et al., published by Higher Education Press; 2. ""Signals and Systems"", translated by Liu Shutang, published by Xi'an Jiaotong University Press; or Alan V. Oppenheim, Signals and Systems, Second Edition."
